RealSense_frame,Vicon_frame,Vicon_timestamp,RightHand1:Wrist1_X,RightHand1:Wrist1_Y,RightHand1:Wrist1_Z,RightHand1:Wrist2_X,RightHand1:Wrist2_Y,RightHand1:Wrist2_Z,RightHand1:Wrist3_X,RightHand1:Wrist3_Y,RightHand1:Wrist3_Z,RightHand1:Thumb1_X,RightHand1:Thumb1_Y,RightHand1:Thumb1_Z,RightHand1:Thumb2_X,RightHand1:Thumb2_Y,RightHand1:Thumb2_Z,RightHand1:Thumb3_X,RightHand1:Thumb3_Y,RightHand1:Thumb3_Z,RightHand1:IndexFinger1_X,RightHand1:IndexFinger1_Y,RightHand1:IndexFinger1_Z,RightHand1:IndexFinger2_X,RightHand1:IndexFinger2_Y,RightHand1:IndexFinger2_Z,RightHand1:IndexFinger3_X,RightHand1:IndexFinger3_Y,RightHand1:IndexFinger3_Z,Realsense:Camera1_X,Realsense:Camera1_Y,Realsense:Camera1_Z,Realsense:Camera2_X,Realsense:Camera2_Y,Realsense:Camera2_Z,Realsense:Camera3_X,Realsense:Camera3_Y,Realsense:Camera3_Z,Pringles:Corner1_X,Pringles:Corner1_Y,Pringles:Corner1_Z,Pringles:Corner2_X,Pringles:Corner2_Y,Pringles:Corner2_Z,Pringles:Corner3_X,Pringles:Corner3_Y,Pringles:Corner3_Z,Pringles:Corner4_X,Pringles:Corner4_Y,Pringles:Corner4_Z,Pringles:Corner5_X,Pringles:Corner5_Y,Pringles:Corner5_Z,Pringles:Corner6_X,Pringles:Corner6_Y,Pringles:Corner6_Z,Pringles:Corner7_X,Pringles:Corner7_Y,Pringles:Corner7_Z,Pringles:Corner8_X,Pringles:Corner8_Y,Pringles:Corner8_Z,LeftHand1:IndexFinger1_X,LeftHand1:IndexFinger1_Y,LeftHand1:IndexFinger1_Z,LeftHand1:IndexFinger2_X,LeftHand1:IndexFinger2_Y,LeftHand1:IndexFinger2_Z,LeftHand1:IndexFinger3_X,LeftHand1:IndexFinger3_Y,LeftHand1:IndexFinger3_Z,LeftHand1:Thumb1_X,LeftHand1:Thumb1_Y,LeftHand1:Thumb1_Z,LeftHand1:Thumb2_X,LeftHand1:Thumb2_Y,LeftHand1:Thumb2_Z,LeftHand1:Thumb3_X,LeftHand1:Thumb3_Y,LeftHand1:Thumb3_Z,LeftHand1:Wrist1_X,LeftHand1:Wrist1_Y,LeftHand1:Wrist1_Z,LeftHand1:Wrist2_X,LeftHand1:Wrist2_Y,LeftHand1:Wrist2_Z,LeftHand1:Wrist3_X,LeftHand1:Wrist3_Y,LeftHand1:Wrist3_Z,LeftHand1:Wrist4_X,LeftHand1:Wrist4_Y,LeftHand1:Wrist4_Z
00081_color_1715720059.252702.png,796,1715720059.253073,698.426392,1171.2771,938.948181,654.694519,1224.071289,947.226196,703.73822,1227.428467,971.192627,752.047424,1189.83313,943.414368,776.190186,1166.036011,928.80481,787.060486,1135.019531,925.225586,735.899292,1113.328491,911.530273,745.495544,1095.876587,890.771301,759.498108,1080.451294,867.814575,,,,,,,,,,478.987549,-393.737976,947.719849,540.076477,-396.430481,949.921753,541.062439,-327.183807,948.794495,479.730896,-326.728333,949.154785,483.264008,-393.298248,739.573914,543.744934,-395.367523,741.12854,543.746338,-324.850311,741.443115,487.381165,-322.042389,743.395325,190.474487,118.322998,763.916016,221.775085,118.768112,757.922791,243.930374,121.285797,752.432007,119.544556,74.583138,764.452881,150.35318,61.102558,758.506775,183.537643,54.208721,751.564209,143.080063,130.626663,772.833801,130.206421,159.528854,763.036926,94.689529,140.716232,772.179749,31.771015,137.949051,785.422852
00082_color_1715720059.286442.png,799,1715720059.283073,707.923218,1147.540283,940.08075,664.766052,1200.947144,947.84021,713.782104,1203.822632,972.06781,761.834412,1165.436157,944.763,785.629883,1141.165894,930.489563,796.067383,1109.974487,927.185669,744.741394,1088.886353,913.365906,754.179138,1071.251831,892.791077,768.098083,1055.5,869.961243,,,,,,,,,,479.21936,-393.834167,947.709595,540.274963,-396.288177,949.918945,541.06543,-327.058746,948.793579,479.735748,-326.786835,949.150269,483.468933,-393.349304,739.584106,543.999878,-395.242188,741.130798,543.735291,-324.710388,741.454163,487.372437,-322.097229,743.373291,190.450562,118.345512,763.896484,221.763672,118.82106,757.91156,243.914719,121.313522,752.416687,119.568665,74.515678,764.364075,150.290512,61.382996,758.807312,183.544815,54.223629,751.558289,143.069565,130.658508,772.792847,130.190216,159.554886,763.013062,94.679779,140.763336,772.142151,31.73555,138.018402,785.368347
00083_color_1715720059.320792.png,803,1715720059.3230731,720.766113,1115.924927,945.297363,678.306152,1169.822021,952.02179,726.934814,1172.494995,976.754517,774.820068,1133.302368,950.245422,798.406982,1108.497925,936.333557,808.467163,1077.112915,933.390503,757.147949,1056.64502,919.421326,766.550964,1038.624756,899.217407,780.487549,1022.5177,876.509338,,,,,,,,,,480.065002,-394.270813,947.715881,541.046997,-396.718719,949.935669,541.92157,-327.493805,948.748474,480.61618,-327.241394,949.127808,484.17511,-393.607666,739.606628,544.859436,-395.744965,741.176392,544.596802,-325.157135,741.446777,488.271515,-322.443878,743.362671,190.399063,118.313263,763.867859,221.731445,118.824814,757.917847,243.905716,121.344772,752.421814,119.566605,74.422714,764.276184,150.283936,61.303486,758.740112,183.528259,54.204231,751.549683,143.046692,130.648849,772.792358,130.169556,159.533554,763.002319,94.670776,140.737625,772.139832,31.7262,137.931671,785.334473
00084_color_1715720059.354782.png,806,1715720059.3530731,730.615479,1092.452515,951.851318,688.36908,1146.541504,957.473511,736.831177,1149.323242,982.63147,784.823364,1109.594849,957.080322,808.352234,1084.628662,943.819031,818.538269,1053.207642,941.348511,767.072449,1032.701904,927.117676,776.469238,1014.235168,907.179626,790.706726,997.842651,884.830811,,,,,,,,,,480.793213,-394.763916,947.708862,541.788452,-397.672119,949.864502,543.122253,-328.374908,948.787842,481.74707,-327.620819,949.250244,484.858887,-394.204803,739.61322,545.502075,-396.65271,741.159119,545.745483,-326.042877,741.419495,489.451202,-323.000092,743.414795,190.408325,118.410896,763.895325,221.703171,118.861145,757.925415,243.855103,121.340904,752.442261,119.540314,74.411018,764.254944,150.246628,61.324291,758.752563,183.490158,54.381008,751.729614,143.0159,130.677094,772.7677,130.152573,159.567551,763.014771,94.642036,140.728638,772.123657,31.679131,137.884521,785.326904
00085_color_1715720059.388667.png,810,1715720059.393073,743.4151,1062.019775,962.528198,701.001099,1116.115967,965.894226,749.043274,1119.620361,991.725769,797.479248,1079.279663,968.287415,821.385864,1053.996948,956.320374,831.443787,1022.497803,955.106567,780.395386,1001.523254,940.187195,790.468018,982.780762,921.13855,805.169495,965.632019,899.681335,,,,,,,,,,481.017822,-394.906738,947.712524,542.109863,-397.746948,949.879395,543.303894,-328.442841,948.792725,481.917206,-327.8573,949.236206,485.201416,-394.458984,739.610229,545.797974,-396.65921,741.148621,545.90387,-326.121429,741.436157,489.589508,-323.20694,743.420776,190.330292,118.457497,763.878784,221.632935,118.92939,757.953552,243.808456,121.375343,752.466064,119.498222,74.479233,764.278748,150.196899,61.347752,758.7099,183.440811,54.507217,751.896606,142.958923,130.740463,772.764404,130.110687,159.60788,763.012268,94.570007,140.787766,772.131592,31.594042,137.756714,785.2547
00086_color_1715720059.423002.png,813,1715720059.423073,752.094666,1040.257202,970.593811,709.250427,1094.18103,972.341309,757.061401,1098.56897,998.348389,806.061218,1058.149658,976.187683,830.327026,1032.734009,965.038086,840.426636,1001.342773,964.52301,789.804321,979.45282,950.122253,799.988708,960.355225,931.666016,814.890625,942.727417,910.544617,,,,,,,,,,480.969604,-395.049622,947.720947,542.045593,-397.71698,949.871765,543.028564,-328.434723,948.790222,481.667145,-328.01767,949.224304,485.144043,-394.616394,739.623474,545.746826,-396.6362,741.141724,545.666992,-326.084198,741.418213,489.342377,-323.331909,743.440308,190.311554,118.462006,763.897217,221.612427,118.92791,757.957703,243.789246,121.358475,752.483643,119.480423,74.424942,764.250671,150.186172,61.332146,758.708008,183.418716,54.501099,751.928894,142.932068,130.726639,772.770996,130.085678,159.581543,763.019287,94.533905,140.748489,772.14856,31.574343,137.633591,785.27832
00087_color_1715720059.457958.png,816,1715720059.453073,759.16449,1019.825195,978.008667,715.989563,1073.662354,978.669495,763.890686,1078.786011,1004.490601,812.706604,1038.242798,983.247437,837.135376,1012.645935,972.402344,847.758057,981.347534,972.788513,797.159668,958.880188,958.736206,807.552063,939.512024,940.602722,822.406799,921.278625,919.884888,,,,,,,,,,480.672852,-395.191101,947.747131,541.685059,-397.527496,949.874756,542.326782,-328.316254,948.755676,480.941071,-328.115112,949.172852,484.814972,-394.712708,739.604309,545.491272,-396.497559,741.160522,544.982849,-325.868591,741.428162,488.606873,-323.553406,743.394165,190.28952,118.412964,763.867615,221.609161,118.941093,757.958862,243.80687,121.391571,752.456238,119.48407,74.480042,764.272217,150.19104,61.359295,758.717896,183.432724,54.583157,751.987183,142.942154,130.754196,772.784241,130.083633,159.594894,763.013306,94.527313,140.75264,772.129944,31.559729,137.632156,785.272034
00088_color_1715720059.493073.png,820,1715720059.493073,765.450989,995.032043,986.76886,723.159241,1049.419434,986.329895,771.033142,1054.499878,1012.115112,819.432129,1012.595276,991.690063,843.41449,986.42926,981.628235,853.565369,954.948792,982.523987,802.542053,933.011353,968.941284,812.484924,912.791199,951.213562,827.201782,894.197021,931.088135,,,,,,,,,,479.33371,-395.332703,947.729614,540.440552,-396.769745,949.900208,540.184631,-327.429993,948.744446,478.912872,-328.150604,949.188721,483.570496,-394.615387,739.606995,544.185486,-395.641327,741.134888,542.887451,-325.033875,741.424744,486.474792,-323.365997,743.427612,190.508667,118.75927,764.07019,221.646942,118.936935,757.962036,243.825836,121.38279,752.45752,119.508278,74.487053,764.284302,150.196777,61.371548,758.744202,183.465195,54.709286,752.123901,142.958679,130.75679,772.785095,130.093048,159.597076,763.02533,94.542755,140.776917,772.135986,31.557251,137.607117,785.226929
00089_color_1715720059.531756.png,824,1715720059.533073,769.144958,973.168701,995.042542,728.622009,1028.860474,993.576538,776.584534,1032.75647,1019.332031,823.534607,988.898193,999.935974,846.789856,961.814575,990.275574,855.716675,929.946228,991.616211,803.939331,909.593933,978.429626,813.248413,888.733948,961.216675,827.431458,869.421082,941.425537,,,,,,,,,,476.078552,-395.134552,947.681763,537.2005,-396.142792,949.874146,536.523804,-326.970734,948.78241,475.231934,-327.924316,949.18988,480.342896,-394.380493,739.601868,541.000732,-395.004272,741.124451,539.217224,-324.519653,741.421265,482.830841,-323.117767,743.36676,190.521393,118.745148,764.070679,221.656143,118.913033,757.959473,243.831039,121.390068,752.444946,119.511292,74.486885,764.274902,150.139862,61.255772,758.634338,183.446991,54.541821,751.932739,142.965195,130.761307,772.779602,130.089264,159.612381,763.027283,94.547379,140.779968,772.157471,31.536751,137.494461,785.157837
00090_color_1715720059.565957.png,827,1715720059.5630732,770.654541,958.62793,1000.627625,732.195557,1015.609497,998.204407,780.094238,1018.176575,1024.303101,825.554626,972.464966,1005.829102,847.869934,944.344543,996.542786,855.943054,912.350098,998.471985,803.295532,893.632629,984.937439,811.810303,872.167236,967.92157,825.650696,852.323059,948.723328,,,,,,,,,,472.776428,-394.528931,947.669067,533.913086,-395.06604,949.871338,532.709717,-325.954834,948.792053,471.400574,-327.393219,949.088867,477.010193,-393.873871,739.561768,537.71936,-393.929382,741.172241,535.426636,-323.531708,741.417542,479.06311,-322.545105,743.338745,190.51651,118.741776,764.079163,221.642181,118.937172,757.980652,243.821777,121.390015,752.460205,119.487503,74.479553,764.287292,150.158966,61.179836,758.555176,183.379807,54.416058,751.818787,142.962097,130.746063,772.787964,130.088455,159.58197,763.030396,94.530594,140.782089,772.191528,31.500778,137.419998,785.155762
00091_color_1715720059.600202.png,831,1715720059.6030731,772.015503,941.875,1006.645081,736.258362,1000.692871,1003.675476,783.999573,1001.257751,1030.026733,827.434021,953.133179,1012.335083,848.572876,923.787659,1003.501892,854.461487,891.749878,1005.650879,801.496521,875.210815,991.731018,809.302307,853.683716,974.534424,821.968994,832.307129,955.949951,,,,,,,,,,466.856018,-393.753265,947.623169,528.028992,-393.360382,949.799438,525.915771,-324.236572,948.795898,464.647491,-326.646118,949.090515,471.352631,-393.036652,739.542664,531.942383,-392.27359,741.222168,528.679443,-321.833862,741.477478,472.271301,-321.816223,743.277222,190.498749,118.765373,764.068542,221.654922,118.947136,757.95459,243.82605,121.419067,752.464294,119.498848,74.505653,764.302979,150.155975,61.169029,758.5271,183.318451,54.173859,751.553833,142.969818,130.761505,772.764465,130.091873,159.588181,763.041931,94.542641,140.761475,772.214905,31.492308,137.413651,785.197632
00092_color_1715720059.634315.png,834,1715720059.633073,772.302002,931.527832,1010.255798,738.918091,991.63678,1006.832947,786.518005,990.456665,1033.322876,828.26123,940.550659,1015.993347,848.756897,909.986267,1007.162598,852.859619,878.113647,1009.659668,799.09198,863.692993,995.94165,806.168884,841.605652,978.730225,818.071472,819.794189,960.416809,,,,,,,,,,461.052216,-392.960083,947.608643,522.183105,-391.968994,949.77301,519.469238,-322.873749,948.763794,458.236542,-325.758698,949.0224,465.569702,-392.182007,739.55835,526.080139,-390.914429,741.107544,522.300232,-320.42337,741.427124,465.851044,-320.881836,743.22406,190.542038,118.73262,764.007202,221.681259,118.936287,757.946533,243.852631,121.388863,752.471313,119.52581,74.456741,764.272827,150.157654,61.117374,758.511047,183.334579,54.113724,751.529663,142.997192,130.711639,772.744873,130.106308,159.558014,763.04425,94.572617,140.725754,772.253174,31.524315,137.385468,785.250244
00093_color_1715720059.668155.png,838,1715720059.673073,771.854065,920.332581,1012.97699,741.905212,982.05481,1009.185059,789.292664,978.416992,1035.886108,828.047729,926.337952,1018.872498,846.631531,895.049622,1010.350464,849.395447,862.459412,1012.862061,795.357422,851.153259,998.307678,800.970825,828.452271,981.922913,811.491394,806.252075,963.880066,,,,,,,,,,451.728363,-391.275574,947.516296,512.760254,-389.57312,949.81134,509.390106,-320.460907,948.680481,448.091705,-323.998291,948.924866,456.100952,-390.335754,739.455688,516.724304,-388.317139,741.07251,512.233765,-318.067291,741.37854,455.779114,-319.011902,743.235474,190.517746,118.689713,763.958618,221.666916,118.923515,757.925476,243.858368,121.408562,752.469971,119.526405,74.453171,764.273254,150.141434,61.099289,758.513306,183.334152,54.127293,751.529907,143.001785,130.690994,772.706848,130.117599,159.538467,763.061218,94.598236,140.735153,772.308716,31.543974,137.364822,785.322937
00094_color_1715720059.702259.png,841,1715720059.703073,771.556641,913.681274,1013.194946,743.828064,976.563049,1009.637573,791.093689,971.005493,1036.106201,828.0047,917.270386,1018.957825,845.086426,885.52002,1010.451294,848.288086,852.010437,1012.04071,792.02301,843.622131,998.342651,796.174866,820.91687,982.278076,806.05658,798.598877,963.4245,,,,,,,,,,443.045319,-390.341492,947.332825,504.323975,-388.702515,949.796204,500.747559,-319.592316,948.626099,439.575714,-323.17627,948.926147,447.69339,-389.504974,739.382385,508.234131,-387.507935,740.994812,503.680634,-317.037842,741.321472,447.337067,-318.203278,743.089905,190.493896,118.661926,763.91217,221.76651,119.000381,758.112732,243.851364,121.410118,752.542969,119.507935,74.425858,764.268494,150.128113,61.065304,758.478394,183.2556,54.0373,751.503845,142.953751,130.658569,772.719849,130.116302,159.487869,763.032959,94.616295,140.698288,772.314209,31.554523,137.362396,785.351868
