RealSense_frame,Vicon_frame,Vicon_timestamp,RightHand1:Wrist1_X,RightHand1:Wrist1_Y,RightHand1:Wrist1_Z,RightHand1:Wrist2_X,RightHand1:Wrist2_Y,RightHand1:Wrist2_Z,RightHand1:Wrist3_X,RightHand1:Wrist3_Y,RightHand1:Wrist3_Z,RightHand1:Thumb1_X,RightHand1:Thumb1_Y,RightHand1:Thumb1_Z,RightHand1:Thumb2_X,RightHand1:Thumb2_Y,RightHand1:Thumb2_Z,RightHand1:Thumb3_X,RightHand1:Thumb3_Y,RightHand1:Thumb3_Z,RightHand1:IndexFinger1_X,RightHand1:IndexFinger1_Y,RightHand1:IndexFinger1_Z,RightHand1:IndexFinger2_X,RightHand1:IndexFinger2_Y,RightHand1:IndexFinger2_Z,RightHand1:IndexFinger3_X,RightHand1:IndexFinger3_Y,RightHand1:IndexFinger3_Z,Realsense:Camera1_X,Realsense:Camera1_Y,Realsense:Camera1_Z,Realsense:Camera2_X,Realsense:Camera2_Y,Realsense:Camera2_Z,Realsense:Camera3_X,Realsense:Camera3_Y,Realsense:Camera3_Z,LeftHand1:IndexFinger1_X,LeftHand1:IndexFinger1_Y,LeftHand1:IndexFinger1_Z,LeftHand1:IndexFinger2_X,LeftHand1:IndexFinger2_Y,LeftHand1:IndexFinger2_Z,LeftHand1:IndexFinger3_X,LeftHand1:IndexFinger3_Y,LeftHand1:IndexFinger3_Z,LeftHand1:Thumb1_X,LeftHand1:Thumb1_Y,LeftHand1:Thumb1_Z,LeftHand1:Thumb2_X,LeftHand1:Thumb2_Y,LeftHand1:Thumb2_Z,LeftHand1:Thumb3_X,LeftHand1:Thumb3_Y,LeftHand1:Thumb3_Z,LeftHand1:Wrist1_X,LeftHand1:Wrist1_Y,LeftHand1:Wrist1_Z,LeftHand1:Wrist2_X,LeftHand1:Wrist2_Y,LeftHand1:Wrist2_Z,LeftHand1:Wrist3_X,LeftHand1:Wrist3_Y,LeftHand1:Wrist3_Z,LeftHand1:Wrist4_X,LeftHand1:Wrist4_Y,LeftHand1:Wrist4_Z,Cup:Corner1_X,Cup:Corner1_Y,Cup:Corner1_Z,Cup:Corner2_X,Cup:Corner2_Y,Cup:Corner2_Z,Cup:Corner3_X,Cup:Corner3_Y,Cup:Corner3_Z,Cup:Corner4_X,Cup:Corner4_Y,Cup:Corner4_Z,Cup:Corner5_X,Cup:Corner5_Y,Cup:Corner5_Z,Cup:Corner6_X,Cup:Corner6_Y,Cup:Corner6_Z,Cup:Corner7_X,Cup:Corner7_Y,Cup:Corner7_Z,Cup:Corner8_X,Cup:Corner8_Y,Cup:Corner8_Z,CerealBox:Corner1_X,CerealBox:Corner1_Y,CerealBox:Corner1_Z,CerealBox:Corner2_X,CerealBox:Corner2_Y,CerealBox:Corner2_Z,CerealBox:Corner3_X,CerealBox:Corner3_Y,CerealBox:Corner3_Z,CerealBox:Corner4_X,CerealBox:Corner4_Y,CerealBox:Corner4_Z,CerealBox:Corner5_X,CerealBox:Corner5_Y,CerealBox:Corner5_Z,CerealBox:Corner6_X,CerealBox:Corner6_Y,CerealBox:Corner6_Z,CerealBox:Corner7_X,CerealBox:Corner7_Y,CerealBox:Corner7_Z,CerealBox:Corner8_X,CerealBox:Corner8_Y,CerealBox:Corner8_Z
00086_color_1715716104.666642.png,2003,1715716104.6690917,52.180908,1280.748535,1157.82312,0.726803,1294.694824,1120.606934,28.077105,1334.929932,1146.790771,86.83696,1327.278076,1162.959229,122.736435,1319.119385,1174.934814,148.846985,1299.311035,1191.77832,113.723595,1249.8125,1189.122925,139.502289,1235.185547,1187.312744,166.881042,1224.250977,1180.39856,305.184875,947.594055,1497.069458,251.437607,938.769897,1512.20813,199.457626,955.062805,1490.21167,132.426682,125.159798,759.667603,161.769516,128.754211,754.098999,184.117691,132.146561,751.338135,65.934814,76.258095,762.682312,96.256996,65.663414,756.471497,128.236938,59.007957,750.471313,86.421227,134.194153,771.584473,71.071144,162.664337,762.302368,37.457813,139.466827,775.200867,-26.00906,124.885086,788.598938,479.846008,-410.256256,833.886292,480.105713,-350.648804,833.922424,538.022217,-358.653931,834.983093,527.925476,-415.250061,833.516235,478.241516,-336.18222,738.614868,547.522217,-352.485779,738.321167,531.93927,-418.738892,737.567871,468.152313,-409.651123,738.092163,,,,,,,,,,,,,,,,,,,,,,,,
00087_color_1715716104.701527.png,2006,1715716104.699092,75.363937,1286.151855,1152.965088,25.20385,1299.32019,1115.076904,52.498547,1339.536133,1141.517456,109.96991,1332.701172,1158.409302,145.557861,1324.546265,1171.470703,171.040924,1304.682251,1189.102905,136.03093,1255.551514,1186.360229,161.642685,1240.737671,1185.389526,189.261734,1229.768311,1179.171997,305.219879,947.455261,1497.05603,251.473099,938.653687,1512.207397,199.487518,954.904907,1490.180054,132.427856,125.154305,759.663818,161.780716,128.76088,754.099426,184.136963,132.153397,751.339539,65.927116,76.253006,762.671631,96.258568,65.677963,756.458435,128.248184,59.016422,750.468079,86.453941,134.18129,771.541992,71.087059,162.82666,762.45459,37.46212,139.48024,775.173767,-26.002846,124.935097,788.577026,479.856964,-410.252106,833.868652,480.113708,-350.641174,833.914001,538.026184,-358.659515,834.959595,527.92157,-415.268799,833.503479,478.248932,-336.163513,738.620056,547.520996,-352.499115,738.303101,531.932678,-418.75473,737.548767,468.145203,-409.6745,738.066345,,,,,,,,,,,,,,,,,,,,,,,,
00088_color_1715716104.735601.png,2010,1715716104.7390919,107.437737,1292.243042,1146.47229,59.306019,1304.535522,1108.103271,86.833351,1344.212036,1135.222412,142.437683,1338.30603,1152.620972,177.346237,1329.835205,1166.947144,201.472672,1310.036133,1185.43811,166.934845,1261.335449,1182.238892,192.614578,1246.279785,1181.870361,220.210754,1234.978394,1176.510376,305.207916,947.262878,1497.046875,251.454742,938.427734,1512.182617,199.475235,954.731567,1490.17981,132.437836,125.157089,759.664124,161.775681,128.760834,754.108521,184.136139,132.135147,751.319153,65.928886,76.254684,762.658081,96.250618,65.682388,756.453247,128.237152,59.022266,750.455688,86.43512,134.173721,771.550781,71.068207,162.790665,762.446289,37.468151,139.508942,775.16803,-26.002121,124.973549,788.545044,479.857727,-410.263794,833.865234,480.104218,-350.6409,833.913513,538.018982,-358.671082,834.96875,527.922302,-415.26178,833.518555,478.238464,-336.153534,738.631165,547.517944,-352.476562,738.319824,531.942444,-418.745972,737.564514,468.149719,-409.673584,738.084839,,,,,,,,,,,,,,,,,,,,,,,,
00089_color_1715716104.769464.png,2013,1715716104.7690918,132.971848,1295.444092,1142.752686,85.850311,1307.605957,1104.734619,113.787148,1346.84729,1132.17395,168.425247,1341.084961,1149.020752,202.92514,1331.990601,1163.560303,227.25441,1311.987793,1181.914917,192.137238,1263.787964,1178.604858,217.598602,1248.455688,1178.477783,244.946732,1236.645386,1173.204224,305.218018,947.367798,1497.033813,251.476074,938.567932,1512.199463,199.471313,954.812012,1490.161987,132.440948,125.137344,759.668945,161.783646,128.74234,754.105896,184.141602,132.136017,751.324585,65.91584,76.27636,762.67511,96.239449,65.694115,756.47998,128.237274,59.018341,750.460876,86.394005,134.139664,771.530884,71.050224,162.754715,762.402039,37.478367,139.530594,775.169739,-25.994135,125.020493,788.52771,479.836548,-410.235016,833.880676,480.100494,-350.642365,833.914062,538.0177,-358.658813,834.973816,527.916321,-415.255157,833.509033,478.2341,-336.189819,738.594604,547.504639,-352.474854,738.325439,531.926636,-418.745728,737.575745,468.146576,-409.644806,738.070557,,,,,,,,,,,,,,,,,,,,,,,,
00090_color_1715716104.803372.png,2016,1715716104.7990918,158.785233,1297.657715,1140.8479,111.937218,1309.950317,1103.373901,140.688766,1348.564209,1131.217285,194.708298,1342.906006,1147.452759,227.924591,1332.102661,1161.47876,253.291397,1312.644165,1179.911377,217.576187,1265.134033,1176.636841,242.720398,1249.403442,1176.592773,270.062592,1237.399658,1171.522705,305.215027,947.633118,1497.071777,251.462097,938.812012,1512.223389,199.482056,955.096252,1490.211426,132.451111,125.172554,759.695068,161.789444,128.771713,754.125549,184.142746,132.147171,751.322876,65.907814,76.302055,762.699158,96.24836,65.712692,756.470642,128.238815,59.022346,750.462769,86.387856,134.120804,771.482178,71.043373,162.754852,762.362366,37.471886,139.572433,775.14856,-25.976278,125.092773,788.516479,479.848114,-410.243378,833.876404,480.100494,-350.643372,833.912231,538.01593,-358.670319,834.966675,527.930786,-415.250916,833.515869,478.217621,-336.137756,738.639709,547.508911,-352.481201,738.322815,531.927856,-418.747559,737.572266,468.158051,-409.638702,738.083557,,,,,,,,,,,,,,,,,,,,,,,,
00091_color_1715716104.837305.png,2020,1715716104.8390918,192.158798,1299.26355,1142.012939,146.492737,1312.048706,1104.492065,174.626968,1349.47522,1133.831421,227.219788,1343.082764,1150.464966,260.342194,1332.246948,1164.858276,285.239349,1312.108643,1183.244019,249.927902,1265.521362,1178.037842,274.947968,1249.70813,1178.079956,302.353241,1237.681885,1173.607178,305.200378,947.607361,1497.059082,251.446518,938.77655,1512.199707,199.483887,955.094666,1490.224976,132.443893,125.169205,759.697327,161.776917,128.758194,754.108948,184.128983,132.145248,751.338135,65.907303,76.294968,762.699707,96.242676,65.720665,756.483398,128.232178,59.02512,750.476685,86.430244,134.209518,771.574707,71.03373,162.739273,762.33844,37.470879,139.576813,775.135925,-25.990852,125.084358,788.503296,479.848877,-410.254852,833.881348,480.105133,-350.649719,833.916748,538.022217,-358.676361,834.971191,527.926941,-415.25354,833.509705,478.228607,-336.152222,738.631104,547.515991,-352.463837,738.317261,531.928833,-418.749359,737.574524,468.154694,-409.674561,738.088135,,,,,,,,,,,,,,,,,,,,,,,,
00092_color_1715716104.871247.png,2023,1715716104.8690917,215.8862,1299.296875,1144.005127,170.592209,1312.036499,1106.606812,197.416306,1348.919678,1135.79248,250.416122,1343.008423,1154.098267,283.939728,1332.697388,1168.286011,308.437073,1311.138672,1186.334717,273.454651,1265.145752,1180.212524,298.429932,1249.307007,1180.454712,325.864807,1237.311646,1176.111816,305.173035,947.534973,1497.065918,251.419342,938.718811,1512.196167,199.448334,955.010742,1490.195435,132.431488,125.179413,759.687866,161.764847,128.766693,754.114624,184.129395,132.140228,751.338257,65.892754,76.303528,762.694153,96.245178,65.730835,756.48761,128.222977,59.052555,750.482666,86.422127,134.230835,771.575012,71.022682,162.74498,762.337036,37.463634,139.568359,775.113342,-25.998354,125.10553,788.483276,479.86264,-410.270203,833.878174,480.112701,-350.649567,833.921753,538.017639,-358.676392,834.966675,527.93689,-415.265045,833.508972,478.244324,-336.21701,738.58783,547.529358,-352.47995,738.308411,531.944031,-418.744568,737.550537,468.151794,-409.66272,738.081177,,,,,,,,,,,,,,,,,,,,,,,,
00093_color_1715716104.905387.png,2027,1715716104.9090917,247.016449,1296.487305,1146.187378,200.919083,1308.927002,1109.751953,227.971375,1346.087158,1138.631836,282.077515,1340.44812,1155.533691,316.502441,1330.526978,1168.637817,341.057495,1308.600586,1185.884277,305.292084,1262.438232,1180.929199,330.313416,1246.55542,1180.889282,357.640991,1234.432251,1176.062256,305.179169,947.587402,1497.049927,251.43454,938.791992,1512.199463,199.449387,955.047485,1490.174194,132.445282,125.198631,759.686768,161.784088,128.785858,754.103271,184.135315,132.164032,751.323425,65.89563,76.34726,762.711609,96.266823,65.761436,756.494019,128.235428,59.091351,750.48291,86.523064,134.640076,771.980652,71.01577,162.564667,762.121216,37.488827,139.621948,775.08197,-25.993788,125.180931,788.452576,479.894867,-410.248993,833.868347,480.143158,-350.626099,833.909363,538.057922,-358.649933,834.937195,527.965881,-415.239075,833.489563,478.248535,-336.163605,738.616333,547.52533,-352.47879,738.281372,531.937927,-418.761017,737.537048,468.164917,-409.674286,738.079346,,,,,,,,,,,,,,,,,,,,,,,,
00094_color_1715716104.943992.png,2030,1715716104.939092,268.573608,1292.245728,1147.624512,220.714645,1305.074341,1112.63855,249.53331,1342.55542,1141.17688,303.916351,1336.566895,1156.472412,338.915619,1326.443237,1168.4198,363.30542,1304.423828,1184.510864,327.442413,1258.21228,1180.875,352.338043,1242.250122,1180.240479,379.342743,1229.781616,1174.682739,305.187561,947.728455,1497.072021,251.419006,938.887207,1512.209351,199.442581,955.177307,1490.214111,132.473755,125.178711,759.68158,161.793564,128.76886,754.103821,184.152206,132.147125,751.322876,65.934647,76.331451,762.708923,96.262199,65.760414,756.51001,128.242798,59.085007,750.481506,86.433945,134.228333,771.583679,70.976418,162.9729,762.062561,37.411301,139.287628,775.451599,-26.001892,125.181198,788.443481,480.132019,-410.125946,833.984558,480.398987,-350.51178,833.939331,538.331238,-358.504791,834.842468,528.214417,-415.136505,833.493469,478.302063,-336.237732,738.559692,547.558716,-352.478333,738.159424,531.95874,-418.73703,737.558655,468.19165,-409.68573,738.243164,,,,,,,,,,,,,,,,,,,,,,,,
00095_color_1715716104.978389.png,2034,1715716104.979092,291.29776,1286.03125,1151.495728,244.111084,1299.707275,1116.693237,274.463104,1335.621216,1145.172485,328.500153,1328.931641,1159.953491,363.413513,1317.063232,1170.923706,387.83078,1295.016479,1186.699829,350.656067,1249.782471,1183.125244,374.907928,1232.863647,1182.11377,401.528351,1219.77356,1176.581787,305.170105,947.682251,1497.05957,251.421356,938.863647,1512.21106,199.442871,955.157959,1490.203125,132.408157,125.437424,759.50592,161.740265,129.072617,753.912659,184.400101,132.095673,751.299561,65.839241,76.660088,762.482788,96.190857,66.065102,756.280579,128.396942,58.943188,750.559204,86.459801,134.869095,771.749268,70.999313,162.743088,761.770142,37.395714,139.331848,775.440918,-25.991814,125.195755,788.419067,479.922791,-410.030426,833.860718,480.565247,-350.387024,833.915894,538.428284,-358.778015,834.95874,527.956055,-415.32428,833.511414,478.965973,-336.515198,738.144775,547.961548,-352.68924,738.315735,531.935425,-418.822296,737.551453,468.206696,-409.328888,738.083374,,,,,,,,,,,,,,,,,,,,,,,,
